email,highnotifications,highbenmed,highexperience,lowexperience,med_experience,nut_experience,highnotifdist,highnotifremind,highdifficulty,dailynotif_selfreport,dailynotif,dailynotif_test,dailynotif_msg,dailynotif_update,dailynotif_remind,dailynotif_other,dailynotif_act,dailynotif_dist,lownotifications,notifyingapps,rel_ben_med,rel_cost_med,net_rel_ben_med,med_ever,nuttrack_ever,med_last_month,nuttrack_last_month,med_daily_ever,nuttrack_daily_ever,experience,imp_med,imp_exercise,imp_nut,imp_sleep,fun_med,fun_exercise,fun_nut,fun_sleep,diff_med,diff_exercise,diff_nut,diff_sleep
E3053,1,1,0,1,1,2,0,0,1,30,27.28571319580078,0,27,0.1428571492433548,0.1428571492433548,0,0.1428571492433548,27.142857149243355,0,4,-0.5,-8,7.5,1,1,0,0,0,1,3,7,9,7.5,10,10,9,7,10,3,10,8,7
E3054,1,0,1,0,1,3,0,0,1,20,25,0,15,8,1,1,1,23,0,8,-4.7,2.8,-7.5,1,1,0,1,0,1,4,5,9.2,9.7,8.6,7.9,6.3,8.2,10,7.3,8.1,4.8,8.3
E3055,0,1,1,0,3,2,0,0,1,10,8.428571701049805,0,0.4285714328289032,8,0,0,0,8.428571432828903,-1,2,3.5,-4.5,8,1,1,1,0,1,1,5,7.5,9,4,10,6.5,8,3,10,5,2,6,1
E3056,1,0,1,0,2,3,1,1,1,30,35.28571319580078,0,20,10.285714149475098,5,0,5,30.285714149475098,0,5,-2.5,-3.2,0.7000000000000002,1,1,0,1,1,1,5,7.5,10,10,6.6,10,8.1,5.4,5.8,7.6,9.1,6.2,5.3
E3057,1,0,0,1,0,2,0,1,1,20,18.85714340209961,0,11.142857551574707,5.714285373687744,2,0,2,16.85714292526245,0,15,-5.8,7.5,-13.3,0,1,0,0,0,1,2,0,8,5.8,8,2.5,5.5,7,10,9,4,6,5.1
E3059,1,0,0,1,1,2,1,0,0,75,55.857147216796875,0,23.571428298950195,31.571428298950195,0.7142857313156128,0,0.7142857313156128,55.14285659790039,0,20,-5.1,-0.2,-4.8999999999999995,1,1,0,0,0,1,3,3,7.1,8.1,8.9,6.2,7.5,4.4,10,5.9,4.7,4.3,6.5
E3060,1,0,0,1,1,2,1,1,1,50,93,0,50,40,3,0,3,90,0,5,-3,-4.3,1.2999999999999998,1,1,0,0,0,1,3,7,10,10,8.5,7.5,3.7,4.4,10,4.9,6.1,6.1,7.6
E3061,1,0,1,0,2,3,0,0,1,20,25.142854690551758,0,11.714285850524902,13.428570747375488,0,0,0,25.14285659790039,0,15,-8,0.9,-8.9,1,1,0,1,1,1,5,2,8.7,10,7.1,2.7,6.7,1.7,9,8,8,6.1,8
E3062,1,1,1,0,2,2,1,0,1,30,57.9001579284668,0,47.328731536865234,10.571429252624512,0,0,0,57.900160789489746,0,10,-2,-5.9,3.9000000000000004,1,1,1,0,0,1,4,6.5,9.5,8.5,7.4,5.8,6,2.4,7.5,5,3.1,7.5,3.1
E3063,0,1,1,0,3,2,1,0,1,15,59.13148880004883,0,35,23,1.1314924955368042,0,1.1314924955368042,58,-1,8,1,-8,9,1,1,1,0,1,1,5,10,10,9,10,10,7,3,6,6,8,7,6
E3064,0,0,1,0,2,2,0,0,1,15,16.45008087158203,0,5,10.285714149475098,1.164365530014038,0,1.164365530014038,15.285714149475098,-1,5,-4.5,2,-6.5,1,1,1,0,0,1,4,2,8,6.5,9,3,8,4,7,7,5,6,5
E3065,1,1,1,0,3,3,1,0,0,70,63.28571319580078,0,55.28571319580078,8,0,0,0,63.28571319580078,0,6,4,-6.5,10.5,1,1,1,1,1,1,6,7.5,8.5,3.5,6.8,6.7,4.1,2.4,6.7,2.4,6.6,4.6,7.4
E3066,0,1,1,0,3,2,0,0,1,15,15,0,6,9,0,0,0,15,-1,6,2.1,-3,5.1,1,1,1,0,1,1,5,9.6,10,7.5,9,4,7,2,8,8.1,6.5,9.1,8
E3067,1,1,0,1,1,2,1,0,1,40,89.28571319580078,0,52,37.28571319580078,0,0,0,89.28571319580078,0,15,0.5,-6,6.5,1,1,0,0,0,1,3,5,8,4.5,8,5.5,4,3,5.1,4.5,9,8,5.5
E3068,1,1,0,1,0,3,1,0,0,40,41.92288589477539,0,20.428571701049805,20.208602905273438,1.2857142686843872,0,1.2857142686843872,40.63717460632324,0,10,0,-3,3,0,1,0,1,0,1,3,7,10,7,9,6,5.5,4,8,4,3,5,5
E3069,1,0,0,1,0,2,1,1,1,100,254,0,250,0,4,0,4,250,0,4,-5.1,1.4,-6.5,0,1,0,0,0,1,2,0,9.1,5.1,9.4,5.8,9.5,6.2,10,6.7,0.2,5.7,3.6
E3070,1,0,1,0,1,3,1,1,0,40,123.98863220214844,0,100,7.988635540008545,16,0,16,107.98863554000854,0,10,-4.5,4.4,-8.9,1,1,0,1,0,1,4,4,9.7,8.5,10,6.1,7.5,7.5,10,6.5,5.4,3.5,3.9
E3071,1,1,1,0,3,2,1,0,0,150,454.4285583496094,0,398.5714416503906,55.14285659790039,0.7142857313156128,0,0.7142857313156128,453.714298248291,0,28,-0.5,-3,2.5,1,1,1,0,1,1,5,6.5,7.5,7,8,6.5,6,4.5,7,4,3.5,5,6.5
E3072,1,0,0,1,0,2,0,1,0,20,16.24147605895996,0,12.428571701049805,1.0986193418502808,2.7142856121063232,0,2.7142856121063232,13.527191042900085,0,40,-0.6,1.8,-2.4,0,1,0,0,0,1,2,7,10,7.6,10,8.2,10,8,10,4,2,2,6
E3073,0,0,1,0,2,3,0,0,0,2,19,0,15,4,0,0,0,19,-1,3,0.1,2.6,-2.5,1,1,0,1,1,1,5,3,9,2.9,9.8,4.1,7.5,4.3,4.3,6.3,4.1,3.9,3
E3074,1,0,1,0,3,3,1,0,1,30,40.71428680419922,0,40.71428680419922,0,0,0,0,40.71428680419922,0,3,-1.8,0.3,-2.1,1,1,1,1,1,1,6,6.7,9.1,8.5,9.5,7.8,3.3,5.3,10,7,7.1,4.2,6.1
E3075,1,1,0,1,3,0,1,0,1,30,40,0,30,10,0,0,0,40,0,2,3.9,-10.6,14.5,1,0,1,0,1,0,3,10,9,6.1,10,7,8.3,2.1,5.2,3.8,7.1,9.5,1
E3076,0,0,0,1,1,1,0,0,1,3,6,0,6,0,0,0,0,6,-1,2,-9.9,2.4,-12.3,0,1,0,0,1,0,2,0.1,10,10,10,7.1,3.3,6.9,10,8.2,8.4,5.6,5.2
E3077,1,1,1,0,3,3,0,1,0,30,30,0,5,20,5,0,5,25,0,3,0,-5,5,1,1,1,1,1,1,6,10,8,10,10,6,3.5,3,7,3,4,5,0
E3078,0,0,0,1,1,2,0,0,1,12,11.142857551574707,0,10,0.1428571492433548,1,0,1,10.142857149243355,-1,4,-1.7,-1.9,0.19999999999999996,1,1,0,0,0,1,3,7.8,10,9.5,8.6,7.7,10,6.7,8.1,7.4,2.1,8.3,7.6
E3079,1,0,1,0,2,3,0,0,1,20,12.142857551574707,0,6,5.142857074737549,1,0,1,11.142857074737549,0,5,-5.7,3.9,-9.6,1,1,0,1,1,1,5,3.9,8.3,9.6,8,4.3,6,6.7,7.9,8.2,7.5,6.7,1.5
E3080,1,1,1,0,3,3,0,0,0,30,27.714282989501953,0,23.14285659790039,2.4285714626312256,1.4285714626312256,0.7142857313156128,1.4285714626312256,25.571428060531616,0,10,3.5,-7,10.5,1,1,1,1,1,1,6,10,9.5,6.5,8,7.5,10,2,3,2.5,0.5,4,7
E3081,1,0,0,1,0,3,1,0,1,70,30.92209815979004,0,27.8786678314209,2.702920913696289,0.3405088186264038,0,0.3405088186264038,30.581588745117188,0,10,-1.8,0.7,-2.5,0,1,0,1,0,1,3,6.2,10,8,10,4.2,10,4,10,7.5,3.2,6.6,7.2
E3082,1,0,1,0,1,3,1,0,0,50,45,0,35,10,0,0,0,45,0,5,-5,9,-14,1,1,0,1,0,1,4,5,10,10,10,4,6,6,8,8,7,1,4
E3083,1,0,0,1,1,2,1,1,1,80,73.28570556640625,0,54,15.285714149475098,4,0,4,69.2857141494751,0,15,-1,-2.7,1.7000000000000002,1,1,0,0,0,1,3,6.3,10,7.3,8.3,6.7,10,2.9,10,6.1,0,5,7.4
E3084,0,0,1,0,2,3,0,1,1,10,9.142857551574707,0,4,0,5.142857074737549,0,5.142857074737549,4,-1,5,-4.5,-4.5,0,1,1,1,1,0,1,5,5.5,10,10,10,3.5,2.3,0,9.8,5.9,8.9,6.9,8.9
E3085,0,0,1,0,1,3,0,0,1,8,23.428571701049805,0,7.4285712242126465,15,1,0,1,22.428571224212646,-1,5,-6.4,-7.9,1.5,1,1,0,1,0,1,4,3.6,10,10,10,8.2,8.3,2.9,10,4.6,7.2,7.2,1.9
E3086,1,1,1,0,3,2,0,0,0,30,28.285715103149414,0,26.428571701049805,0.2857142984867096,1.5714285373687744,0,1.5714285373687744,26.714285999536514,0,6,-0.5,-3.5,3,1,1,1,0,1,1,5,6,7,6.5,8,6.5,8,2,10,5,2,4,1
E3087,1,0,1,0,3,3,0,1,0,20,22.85714340209961,0,8.85714340209961,10,4,0,4,18.85714340209961,0,5,-1.5,1.3,-2.8,1,1,1,1,1,1,6,7.2,9.7,8.7,8.3,5.6,4.2,3.4,7.2,5.8,5.9,2.3,6.9
E3088,0,0,1,0,2,2,0,1,0,10,12.857142448425293,0,4,5.857142925262451,3,0,3,9.857142925262451,-1,5,3.2,2.6,0.6000000000000001,1,1,0,0,1,1,4,7.3,10,4.1,10,2.3,4.4,1.1,1.1,6.4,3.7,2.6,1.4
E3089,0,1,1,0,2,2,0,0,0,12,8.714285850524902,0,8.714285850524902,0,0,0,0,8.714285850524902,-1,2,0.4,-7.6,8,1,1,1,0,0,1,4,6.5,8.4,6.1,8.9,6.7,0,1.4,8.2,3.7,6.4,6,2.5
E3090,1,1,0,1,2,0,1,1,1,20,43.592933654785156,0,33.57142639160156,2.988635301589966,7.032873153686523,0,7.032873153686523,36.56006169319153,0,7,4.2,-6.6,10.8,1,0,1,0,0,0,2,6.3,9.8,2.1,9.9,6.5,8.2,0,7.3,7.2,5.3,7.3,8.3
E3091,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-3.4,3.1,-6.5,0,1,0,0,0,1,2,5.2,7.8,8.6,8.3,4.6,0,3.2,6.6,7,9.6,2.5,6.7
E3092,1,0,1,0,2,2,1,1,1,58,51.428565979003906,0,31.428571701049805,9.142857551574707,9.571429252624512,1.2857142686843872,9.571429252624512,40.57142925262451,0,25,0.5,0.5,0,1,1,0,0,1,1,4,8.5,10,8,10,7,7.7,6.5,10,8,9.5,7,8.6
E3093,0,0,0,1,0,2,0,0,1,5,3.142857074737549,0,0,3,0.1428571492433548,0,0.1428571492433548,3,-1,2,-2.2,-0.3,-1.9000000000000001,0,1,0,0,0,1,2,7.8,10,10,8,7.3,5.9,5.8,10,6.2,8.1,5,8.1
E3094,1,0,1,0,1,3,1,1,0,100,55,0,15,35,5,0,5,50,0,5,-6,10,-16,1,1,0,1,0,1,4,3,6,9,8.1,3,5,5,10,8,3,0,9
E3095,1,1,0,1,2,1,1,0,1,20,70,0,20,50,0,0,0,70,0,4,1.5,-2,3.5,1,1,1,0,0,0,3,8.5,9,7,10,8.4,8.6,5.4,8.3,6,5.2,5,7.4
E3096,0,0,1,0,2,2,0,1,1,15,22.14285659790039,0,20.14285659790039,0,2,0,2,20.14285659790039,-1,4,-0.8,-2.4,1.5999999999999999,1,1,0,0,1,1,4,8,10,8.8,10,6.7,5,4,8.3,7.4,9,7.1,6.5
E3097,1,1,1,0,2,2,1,1,0,200,249.14285278320313,0,220,25,3,1.1428571939468384,3,245,0,10,-0.5,-7.6,7.1,1,1,0,0,1,1,4,7.5,10,8,8.4,7.9,6.6,3.2,5.7,3.6,6.3,6.5,5.8
E3098,1,1,1,0,2,2,1,0,1,45,103,0,75,28,0,0,0,103,0,10,-1,-3,2,1,1,0,0,1,1,4,7.5,8.5,8.5,10,6,6,4,10,8.5,9,9.5,2.5
E3099,1,1,1,0,2,2,1,0,1,40,136,0,80,51,0,5,0,131,0,10,1,-4,5,1,1,0,0,1,1,4,10,9,9,9.7,9,9.4,6.4,8.5,4.8,2.9,6.2,0.4
E3100,0,1,1,0,3,2,0,0,1,3,3.4285714626312256,0,3,0.2857142984867096,0.1428571492433548,0,0.1428571492433548,3.2857142984867096,-1,3,0,-6.5,6.5,1,1,1,0,1,1,5,9,9.5,9,8.1,8,3,3,10,5,7.5,6.5,4.1
E3101,0,1,0,1,1,2,0,1,1,15,15,0,11,0,4,0,4,11,-1,3,-0.1,-5.1,5,1,1,0,1,0,0,3,6.8,7.5,6.9,9,6.1,4,2,10,6,8,7,3
E3102,1,1,1,0,3,2,0,0,0,30,0.1428571492433548,0,0,0,0.1428571492433548,0,0.1428571492433548,0,0,1,-0.5,-4.9,4.4,1,1,1,0,1,1,5,6.5,8,7,7,6.5,7.1,2.9,8.3,4,5.3,5.3,5
E3103,0,0,0,1,0,2,0,0,0,5,5,0,0,5,0,0,0,5,-1,1,-4,-3.8,-0.20000000000000018,0,1,0,0,0,1,2,6,10,10,10,6.2,2.9,3.4,10,3,4,4,8
E3104,1,1,1,0,3,2,1,0,0,40,53.85714340209961,0,52.14285659790039,0.7142857313156128,1,0,1,52.857142329216,0,6,6.2,-1.7,7.9,1,1,1,0,1,1,5,9.1,8,2.9,7.1,8.8,10,3.2,8.1,6.8,7.1,2.9,10
E3105,1,1,1,0,3,2,0,1,1,20,27.461442947387695,0,18.14285659790039,7,2.3185875415802,0,2.3185875415802,25.14285659790039,0,10,2.4,-9,11.4,1,1,1,0,1,1,5,9.1,8.5,6.7,6.6,10,9.5,3.5,8.2,6.1,7.3,8.6,3.7
E3106,0,1,1,0,3,2,0,0,0,5,11.428571701049805,0,10,0,1.4285714626312256,0,1.4285714626312256,10,-1,3,8.3,-13,21.3,1,1,1,0,1,1,5,10,10,1.7,10,8,8,1,1,0,0,6,0
E3107,0,0,0,1,1,2,0,1,1,10,31,0,25,4,2,0,2,29,-1,6,-5.1,2,-7.1,1,1,0,0,0,1,3,4,9.2,9.1,10,4,5,4,9.1,7,5.4,5,0
E3108,1,0,0,1,0,3,1,1,0,100,317,0,300,10,7,0,7,310,0,6,-8.5,-4.6,-3.9000000000000004,0,1,0,1,0,1,3,0,5.2,8.5,10,5,5,3.5,6,3.4,8,6.5,3.5
E3109,0,1,1,0,2,2,0,1,1,15,37.67005157470703,0,16.09861946105957,9.285714149475098,12.285714149475098,0,12.285714149475098,25.384333610534668,-1,8,8,-10.5,18.5,1,1,0,0,1,1,4,9,10,1,10,7.5,1,0,5,7,10,10,8.5
E3110,1,0,0,1,1,2,1,0,1,50,51,0,43,7,1,0,1,50,0,6,-2.2,-2,-0.20000000000000018,1,1,0,0,0,1,3,3.1,10,5.3,5.3,6.2,10,6.8,6.7,4.9,0,7.5,6.5
E3111,0,0,1,0,1,3,0,1,0,4,8,0,5,0,3,0,3,5,-1,2,0.2,2.4,-2.1999999999999997,1,1,0,1,0,1,4,2.6,8.6,2.4,10,4.2,8.7,4,9.7,4.3,2.2,1.7,8.8
E3112,1,0,1,0,3,3,1,0,0,75,124.85714721679688,0,10,114,0.8571428656578064,0,0.8571428656578064,124,0,15,-1.1,1.2,-2.3,1,1,1,1,1,1,6,8,8.2,9.1,7,8.4,8.4,8.5,8.5,3.4,2.5,2.3,6.2
E3113,1,1,1,0,3,3,1,1,0,100,92.857147216796875,0,50,30.571430206298828,12.285714149475098,0,12.285714149475098,80.57143020629883,0,10,-1,-5,4,1,1,1,1,1,1,6,7,10,8,9,2,10,3,4.5,2,0,8,4
E3114,0,1,1,0,3,2,1,0,1,15,35,0,31,3,1,0,1,34,-1,5,2.9,-9,11.9,1,1,1,0,1,1,5,6,8,3.1,8,7.5,5.5,1,5,6.5,8,9,9.5
E3115,0,1,1,0,3,2,0,0,1,10,14,0,5,8,1,0,1,13,-1,4,4,-3.5,7.5,1,1,1,0,1,1,5,8,8.4,4,7.5,3.8,4.5,0.9,6.7,6.6,8.3,7.2,3.9
E3116,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,-4,-1.7,-2.3,1,1,0,0,0,1,3,3,10,7,10,4.7,6.1,4,4,5,2,6,1.1
E3117,0,1,1,0,2,2,0,1,0,10,10.285714149475098,0,3,5.285714149475098,2,0,2,8.285714149475098,-1,8,0.7,-2.8,3.5,1,1,1,0,0,1,4,7,8.3,6.3,10,6.2,1.4,2.9,7,5,6.9,4.5,0.9
E3118,1,1,1,0,3,2,1,1,0,20,58.34009552001953,0,15.131492614746094,34.20860290527344,9,0,9,49.34009552001953,0,33,2,-5.1,7.1,1,1,1,0,1,1,5,10,10,8,6.2,6,9,2.9,7,2,1,4,8
E3119,1,1,1,0,2,2,1,1,1,60,100.38433837890625,0,35,60.42856979370117,4.812905311584473,0.1428571492433548,4.812905311584473,95.42856979370117,0,12,2.7,-12.9,15.600000000000001,1,1,1,0,0,1,4,2.7,6.1,0,9.1,5.5,3.1,0,10,2.6,7.6,10,2.4
E3120,0,0,1,0,2,3,0,1,1,10,8.2086029052734375,0,0.2857142984867096,3.857142925262451,4.065746307373047,0,4.065746307373047,4.142857223749161,-1,7,-3,-4.1,1.0999999999999996,1,1,1,1,0,1,5,5,10,8,10,7,10,0.9,10,8,0,6,3.1
E3121,1,0,1,0,3,3,1,1,0,50,65,0,30,8,22,5,22,38,0,10,-0.5,-2,1.5,1,1,1,1,1,1,6,8.5,9.5,9,7.4,3.9,7.3,0,8.3,3,0.1,1.1,1.7
E3122,1,1,1,0,3,3,1,1,1,50,68,0,10,48,6,4,6,58,0,15,2.5,-8.6,11.1,1,1,1,1,1,1,6,10,10,7.5,8.6,8.7,1.4,2,8.4,7.4,9.5,9.3,7.4
E3123,0,0,1,0,2,2,0,0,1,10,25,0,25,0,0,0,0,25,-1,2,-0.1,1.2,-1.3,1,1,0,0,1,1,4,7.4,7.9,7.5,5.2,6,6.9,6.9,5.4,7.8,10,7.5,7.3
E3124,1,0,1,0,3,3,1,1,1,100,117.71428680419922,0,91.71428680419922,21.285715103149414,4.714285850524902,0,4.714285850524902,113.00000190734863,0,10,2,1,1,1,1,1,1,1,1,6,10,10,8,5,7,4,5,5.4,7,6,4,4
E3125,1,1,1,0,2,2,0,0,1,20,21.637174606323242,0,20,0,1.6371747255325317,0,1.6371747255325317,20,0,5,1.9,-12.6,14.5,1,1,0,0,1,1,4,10,10,8.1,10,10,3.1,0,10,7.4,9,10,10
E3126,1,1,1,0,3,2,1,0,1,50,70.142852783203125,0,40,30.14285659790039,0,0,0,70.14285659790039,0,10,0,-4.5,4.5,1,1,1,0,1,1,5,10,10,10,10,9.1,4.5,5.1,5,5.5,7.5,6,3.1
E3127,1,0,1,0,1,3,0,0,0,35,21.857141494750977,0,20.14285659790039,0.7142857313156128,1,0,1,20.857142329216003,0,6,-0.5,5.5,-6,1,1,0,1,0,1,4,7.5,7,8,10,6,3.5,8,10,6.5,8.5,3,9.2
E3128,1,0,1,0,2,2,1,0,1,100,142,0,102,40,0,0,0,142,0,15,-2,-2.8,0.7999999999999998,1,1,0,0,1,1,4,8,10,10,10,7.1,7.1,1.8,6,8.3,3.5,5.8,3.5
E3129,0,0,1,0,1,3,0,0,0,3,3.2857141494750977,0,0,3.142857074737549,0.1428571492433548,0,0.1428571492433548,3.142857074737549,-1,3,-3.8,1.3,-5.1,1,1,0,1,0,1,4,5.5,8.1,9.3,10,3.6,4.1,2.4,6,4,2.8,1.5,1.5
E3130,1,1,0,1,2,0,1,1,1,100,56.42856979370117,0,35,7.142857074737549,10,4.285714149475098,10,42.14285707473755,0,5,4.2,-1,5.2,1,0,0,0,1,0,2,7.2,10,3,8.8,6.4,6.1,2.5,0.8,9.1,6.6,6.2,10
E3131,1,0,0,1,0,3,1,1,0,100,167,0,66,52,9,40,9,118,0,30,-8.5,5.9,-14.4,0,1,0,1,0,1,3,1.1,9,9.6,8.7,4.6,9.1,5.2,5.2,5.3,0.2,0,8.5
E3132,1,0,0,1,0,3,1,1,0,30,46,0,31,4.5714287757873535,5.571428298950195,4.857142925262451,5.571428298950195,35.57142877578735,0,20,-4,1,-5,0,1,0,1,0,1,3,5,9,9,9,6,4,4,9,4,6,1,3
E3133,1,0,0,1,0,2,1,1,0,50,41.428565979003906,0,20,11.428572654724121,10,0,10,31.42857265472412,0,8,-3.1,-2.1,-1,0,1,0,0,0,1,2,2.9,7.2,6,2.7,8.2,10,8.3,9.1,2.8,2.9,5,8.1
E3134,1,1,1,0,1,3,0,0,1,20,24.571428298950195,0,21,1.571428656578064,1,1,1,22.571428656578064,0,80,2.1,-3.7,5.800000000000001,1,1,0,1,0,1,4,6,7,3.9,7.8,6.4,6.2,1.2,8.7,6.2,7.9,4.7,6.6
E3135,1,0,0,1,0,3,1,1,0,100,112,0,94,0,18,0,18,94,0,10,-2.8,1.8,-4.6,0,1,0,1,0,1,3,4.5,9.7,7.3,8.6,7.3,9.3,4.3,5.6,6.1,2.3,1.3,4.4
E3136,0,1,1,0,2,2,0,0,0,5,15,0,0,15,0,0,0,15,-1,1,-1.5,-6.3,4.8,1,1,1,0,0,1,4,6.5,8.5,8,5,7,6.3,3,4.6,3,8,5.3,3
E3137,1,1,1,0,3,2,1,0,1,30,32,0,30,2,0,0,0,32,0,2,5,-9,14,1,1,1,0,1,1,5,10,10,5,10,10,10,3,10,7,3,9,9
E3138,1,0,1,0,1,3,0,1,0,20,11,0,0,9,2,0,2,9,0,7,-4.6,2.9,-7.5,1,1,0,1,0,1,4,5.4,9,10,8.5,2.6,10,4.9,9.3,1.5,0.7,0.9,2
E3139,1,1,1,0,2,2,0,1,0,20,20,0,18,0,2,0,2,18,0,4,0,-6.5,6.5,1,1,0,0,1,1,4,5,10,5,10,7,10,0,5.2,4,0,3.5,5
E3140,1,1,1,0,2,2,1,1,0,20,42.14285659790039,0,25,8,9.14285659790039,0,9.14285659790039,33,0,35,5.4,-9.8,15.200000000000001,1,1,1,0,0,1,4,8.7,9.9,3.3,9.9,8.4,7.6,3.9,9.3,2.5,2.5,7.8,9.4
E3141,1,0,1,0,2,2,1,1,0,25,87,0,70,15,2,0,2,85,0,7,0,0,0,1,1,0,0,1,1,4,10,10,10,10,10,10,10,10,3,3,3,8
E3142,1,1,0,1,3,0,1,1,1,50,351,0,340,6,5,0,5,346,0,6,3.3,-11.3,14.600000000000001,1,0,1,0,1,0,3,8.7,7.2,5.4,7,8.9,6.5,1.1,5.7,4.8,8.1,8.3,2.8
E3143,0,0,1,0,3,3,0,0,0,8,17.14285659790039,0,15.714285850524902,1,0,0.4285714328289032,0,16.714285850524902,-1,4,-4.5,2.3,-6.8,1,1,1,1,1,1,6,3.8,9.5,8.3,8.4,6.2,7,8,9.4,4,1,3.5,6.4
E3144,1,0,0,1,2,0,0,0,0,20,18,0,17,1,0,0,0,18,0,3,-2.2,-1,-1.2000000000000002,1,0,0,0,1,0,2,4.9,10,7.1,7,5,7.1,4,7.1,4,4,4,4
E3145,1,0,1,0,2,2,0,0,0,20,17,0,15,1,1,0,1,16,0,4,-5,0.6,-5.6,1,1,0,0,1,1,4,3.2,8.2,8.2,9.9,8.3,3.1,1.5,10,8.4,4.2,1,7.9
E3146,1,1,1,0,3,2,0,1,1,20,18.367897033691406,0,14.142857551574707,0.0821845754981041,3,1.1428571939468384,3,14.225042127072811,0,10,-0.1,-10,9.9,1,1,1,0,1,1,5,7.8,8.5,7.9,6.3,7.5,6.9,2.6,4.2,4.2,6.7,9.3,6.8
E3147,0,0,1,0,3,3,1,0,0,10,225,0,220,5,0,0,0,225,-1,3,3.8,4.7,-0.9000000000000004,1,1,1,1,1,1,6,10,10,6.2,10,8,8.2,8.3,8.7,7.5,0,3.1,4.8
E3148,1,1,1,0,3,2,0,0,0,25,9,0,0,3,1,5,1,3,0,5,-1.9,-4,2.1,1,1,1,0,1,1,5,8.1,8.4,10,10,4.4,4.2,4.4,3.7,3.1,3.3,7.1,6.9
E3149,1,0,1,0,2,2,0,1,0,21,22.142858505249023,0,13.428571701049805,1.7142857313156128,7,0,7,15.142857432365417,0,10,3.5,2.5,1,1,1,0,0,1,1,4,10,10,6.5,7,8.5,10,6,5,7,6,2,7
E3150,1,0,1,0,2,2,1,1,1,75,59.57143020629883,0,35.14285659790039,3.4285714626312256,21,0,21,38.571428060531616,0,12,-2,-2.9,0.8999999999999999,1,1,1,0,0,1,4,6,9,8,10,6,8,4,10,6.6,3.5,7.5,1.5
E3151,0,0,1,0,3,2,1,0,0,10,31,0,24,7,0,0,0,31,-1,6,-2,-3,1,1,1,1,0,1,1,5,8,10,10,10,9,7.1,3,8,6,7,3,8
E3152,0,0,0,1,1,0,0,0,1,12,24.571428298950195,0,15.571428298950195,9,0,0,0,24.571428298950195,-1,5,-1,-1,0,1,0,0,0,0,0,1,7,7,8,8,5,4.2,3.3,6.3,6.5,6.5,5.8,6
E3153,1,0,1,0,2,2,1,1,1,50,46,0,20,19,7,0,7,39,0,15,-2.9,5.8,-8.7,1,1,0,0,1,1,4,7.1,10,10,10,5.3,3,5.3,0,10,9.1,4.2,7.1
E3154,0,0,1,0,2,2,0,0,1,10,10,0,10,0,0,0,0,10,-1,2,-4.1,6.4,-10.5,1,1,0,0,1,1,4,1.9,9,6,7.5,0.8,9,2,7,8.2,6,3,9
E3155,1,1,1,0,3,2,1,1,0,123,105.14286041259766,0,91.42857360839844,6.714285850524902,7,0,7,98.14285945892334,0,20,3.8,-7,10.8,1,1,1,0,1,1,5,9,9,5.2,7.1,7,7,1,10,2,5,3,5.2
E3156,1,0,0,1,2,0,1,0,0,200,118.42857360839844,0,98.42857360839844,20,0,0,0,118.42857360839844,0,19,0,4.5,-4.5,1,0,0,0,1,0,2,9,10,9,10,8.5,10,10,10,3,0,0,1
E3157,1,0,1,0,3,2,1,0,1,80,75.14286041259766,0,41,34.14285659790039,0,0,0,75.14285659790039,0,15,-0.8,2,-2.8,1,1,1,0,1,1,5,6.2,8.7,7,5.3,3.8,4.2,4.5,3.7,6.1,5.5,4.8,8
E3158,0,1,1,0,3,2,0,1,0,10,19,0,10,7,2,0,2,17,-1,4,0,-9.3,9.3,1,1,1,0,1,1,5,10,10,10,10,10,10,4.7,10,2,0,6,3
E3159,0,1,1,0,3,2,0,0,0,15,15,0,1.7142857313156128,13,0.2857142984867096,0,0.2857142984867096,14.714285731315613,-1,5,2.6,-4.1,6.699999999999999,1,1,1,0,1,1,5,8,7,5.4,10,6,1.9,3,7,2.9,6,4,2.2
E3160,0,0,1,0,1,3,0,0,1,8,15.318587303161621,0,5.032873153686523,10.285714149475098,0,0,0,15.318587303161621,-1,56,-3.3,-1.5,-1.7999999999999998,1,1,0,1,0,1,4,3,7,6.3,8,3.1,4,1.6,5,8,6.6,8,8.5
E3161,0,1,0,1,3,0,0,0,1,5,19.131492614746094,0,5,14,0.13149243593215942,0,0.13149243593215942,19,-1,5,2,-1,3,1,0,1,0,1,0,3,9.5,9,7.5,7,10,10,8.5,9,7.5,8,7,7
E3162,1,0,0,1,1,2,1,0,1,50,50,0,35,14,1,0,1,49,0,8,0,0.5,-0.5,1,1,0,0,0,1,3,0,10,0,10,3,3,1.5,10,8,3.5,6,7.5
E3163,0,0,1,0,2,2,0,0,1,10,14.285715103149414,0,11,2,1.2857142686843872,0,1.2857142686843872,13,-1,8,-2,-0.9,-1.1,1,1,0,0,1,1,4,4,8.3,6,2.3,7.6,9.5,2.9,7.3,8.7,7.2,4.9,10
E3164,1,1,1,0,3,2,1,1,0,40,45.98619079589844,0,25,12.98619270324707,8,0,8,37.98619270324707,0,12,0.6,-3.5,4.1,1,1,1,0,1,1,5,6.1,7.1,5.5,4.5,7.4,8,6.3,3.8,2.9,3.6,5.3,2
